sample_id,escenario,vehicle_type,is_autonomous,gnss_speed_kmh,gnss_ramp_grade,lidar_obstacle_dist_m,lidar_visibility_index,op_perclos_score,turno_horas_acumuladas,op_steering_jerk_stddev,op_harsh_braking_count,ttc_raw_sec,effective_ttc_sec,collision_risk_label
DSTM-02840,A,CAMIONETA_4x4,0,51.95,11.07,33.69,0.511,0.111,4.4,1.59,2,2.29,0.27,1
DSTM-02841,D,CAT_797F_MANUAL,0,22.52,10.6,29.03,0.572,0.203,4.0,2.62,2,3.68,1.64,1
DSTM-02842,B,CAT_797F_MANUAL,0,10.89,4.39,13.1,1.0,0.163,6.4,6.78,2,2.74,1.15,1
DSTM-02843,B,PALA_PH_4100XPC,0,0.0,5.42,3.5,0.729,0.132,4.5,5.4,3,11.96,10.28,1
DSTM-02844,A,CAT_797F_MANUAL,0,37.18,8.4,125.37,0.7,0.15,8.8,4.33,4,11.96,10.17,0
DSTM-02845,A,CAT_797F_MANUAL,0,39.52,11.41,12.48,0.642,0.376,9.5,1.31,2,1.22,-1.25,1
DSTM-02846,C,CAT_797F_MANUAL,0,33.24,6.72,32.13,0.985,0.326,8.9,1.84,0,2.96,0.89,1
DSTM-02847,A,CAMIONETA_4x4,0,42.95,7.16,9.12,0.62,0.115,1.7,1.47,1,0.84,-0.9,1
DSTM-02848,A,CAT_797F_MANUAL,0,47.33,9.2,49.99,0.814,0.055,11.0,5.71,4,3.61,2.0,1
DSTM-02849,D,CAT_797F_MANUAL,0,27.84,8.32,111.5,0.481,0.183,8.9,12.27,1,13.45,11.37,0
DSTM-02850,B,PALA_PH_4100XPC,0,3.84,4.29,26.29,0.861,0.11,10.9,2.02,3,33.77,32.24,0
DSTM-02851,B,PALA_PH_4100XPC,0,2.97,3.5,11.95,0.92,0.238,4.9,0.37,1,6.32,4.54,1
DSTM-02852,B,CAT_797F_MANUAL,0,11.61,2.65,11.59,0.716,0.162,1.5,1.75,1,4.91,3.19,1
DSTM-02853,D,KOMATSU_930E_AHS,1,30.75,14.54,103.82,0.535,0.032,22.5,0.15,0,11.54,10.93,0
DSTM-02854,B,CAT_797F_MANUAL,0,15.52,0.45,18.57,0.93,0.205,8.0,4.19,0,3.99,2.29,1
DSTM-02855,D,CAT_797F_MANUAL,0,35.13,5.71,80.68,0.353,0.201,2.1,2.04,1,8.11,6.08,0
DSTM-02856,E,KOMATSU_930E_AHS,1,26.95,8.6,26.95,0.956,0.03,9.0,0.15,0,4.58,4.21,0
DSTM-02857,D,CAT_797F_MANUAL,0,36.24,6.9,62.21,0.491,0.116,11.2,6.54,2,6.41,4.69,0
DSTM-02858,B,CAMIONETA_4x4,0,31.75,1.1,2.0,0.787,0.278,5.4,2.68,0,0.65,-1.27,1
DSTM-02859,D,CAT_797F_MANUAL,0,39.2,9.08,9.15,0.485,0.2,1.6,2.17,2,1.12,-1.06,1
DSTM-02860,C,KOMATSU_930E_AHS,1,33.07,7.78,27.24,0.804,0.09,3.9,0.15,0,3.25,2.81,1
DSTM-02861,B,CAT_797F_MANUAL,0,17.88,5.55,34.63,0.984,0.147,8.0,8.32,1,5.17,3.59,1
DSTM-02862,C,CAT_797F_MANUAL,0,41.48,13.21,29.27,0.766,0.491,10.0,5.27,1,2.47,-0.41,1
DSTM-02863,B,PALA_PH_4100XPC,0,2.33,2.42,61.14,0.771,0.329,5.8,8.2,1,128.87,126.74,0
DSTM-02864,A,CAT_797F_MANUAL,0,37.82,11.61,25.38,0.628,0.106,6.1,11.85,1,2.21,0.28,1
DSTM-02865,B,PALA_PH_4100XPC,0,0.0,2.97,10.05,0.918,0.106,9.5,1.44,0,17.41,15.81,0
DSTM-02866,A,KOMATSU_930E_AHS,1,32.34,11.37,40.97,0.592,0.099,21.3,0.15,0,4.57,4.02,0
DSTM-02867,B,PALA_PH_4100XPC,0,2.04,1.88,25.04,0.784,0.115,5.7,2.43,2,38.56,36.89,0
DSTM-02868,C,CAT_797F_MANUAL,0,27.69,6.01,82.87,0.888,0.5,7.5,4.48,1,9.46,7.05,0
DSTM-02869,E,CAMIONETA_4x4,0,36.27,11.35,62.3,0.852,0.109,7.2,1.43,2,6.1,4.38,0
DSTM-02870,A,CAMIONETA_4x4,0,48.68,8.85,38.75,0.67,0.122,1.5,4.01,1,2.81,1.0,1
DSTM-02871,C,CAMIONETA_4x4,0,36.72,8.52,35.32,0.84,0.258,9.0,3.06,3,3.15,1.15,1
DSTM-02872,C,CAMIONETA_4x4,0,31.63,9.69,15.99,0.805,0.594,9.8,2.86,4,1.66,-1.24,1
DSTM-02873,A,KOMATSU_930E_AHS,1,43.09,11.18,15.58,0.818,0.067,16.7,0.15,0,1.07,0.63,1
DSTM-02874,A,KOMATSU_930E_AHS,1,38.7,10.79,50.76,0.766,0.034,11.9,0.15,0,4.6,4.13,0
DSTM-02875,A,CAT_797F_MANUAL,0,42.08,5.67,41.27,0.791,0.216,5.2,3.6,2,3.57,1.72,1
DSTM-02876,A,KOMATSU_930E_AHS,1,33.15,10.34,48.24,0.638,0.07,1.7,0.15,0,4.63,4.12,0
DSTM-02877,B,CAT_797F_MANUAL,0,10.09,3.76,37.57,0.814,0.281,9.7,12.06,2,12.27,10.19,0
DSTM-02878,B,PALA_PH_4100XPC,0,0.0,4.02,41.99,0.723,0.049,8.1,4.4,1,99.8,98.24,0
DSTM-02879,C,CAT_797F_MANUAL,0,30.11,7.09,45.84,0.774,0.308,11.5,2.43,3,6.28,4.18,0
DSTM-02880,A,CAT_797F_MANUAL,0,42.24,9.61,194.0,0.636,0.191,7.4,6.74,0,17.72,15.68,0
DSTM-02881,A,CAT_797F_MANUAL,0,47.77,10.64,62.61,0.772,0.094,6.8,2.58,0,4.63,2.85,1
DSTM-02882,A,CAT_797F_MANUAL,0,40.18,11.75,148.85,0.601,0.029,3.5,3.13,1,13.41,11.64,0
DSTM-02883,C,KOMATSU_930E_AHS,1,32.9,8.94,43.21,0.842,0.07,20.0,0.15,0,4.42,4.0,1
DSTM-02884,B,PALA_PH_4100XPC,0,5.36,2.38,6.13,0.781,0.061,8.7,2.28,0,5.93,4.55,1
DSTM-02885,C,CAMIONETA_4x4,0,32.22,5.26,12.43,0.863,0.415,8.3,2.97,1,1.01,-1.27,1
DSTM-02886,A,KOMATSU_930E_AHS,1,43.67,6.87,157.85,0.716,0.02,14.5,0.15,0,13.18,12.7,0
DSTM-02887,A,CAT_797F_MANUAL,0,53.5,7.36,34.61,0.521,0.247,10.0,1.39,5,2.18,0.17,1
DSTM-02888,E,KOMATSU_930E_AHS,1,21.54,8.04,61.14,0.96,0.02,6.3,0.15,0,8.68,8.29,0
DSTM-02889,A,CAT_797F_MANUAL,0,35.13,7.92,40.28,0.8,0.025,11.4,2.64,3,3.71,2.18,1
DSTM-02890,A,CAT_797F_MANUAL,0,37.2,10.85,17.19,0.586,0.139,9.7,1.09,0,0.97,-1.04,1
DSTM-02891,A,CAMIONETA_4x4,0,51.46,6.87,66.99,0.682,0.312,6.1,4.97,2,4.57,2.38,1
DSTM-02892,E,KOMATSU_930E_AHS,1,28.62,4.36,126.44,0.975,0.032,3.9,0.15,0,15.08,14.72,0
DSTM-02893,C,CAT_797F_MANUAL,0,28.43,11.6,92.65,0.849,0.333,10.3,1.06,2,12.97,10.55,0
DSTM-02894,C,CAT_797F_MANUAL,0,30.87,3.76,47.43,0.937,0.49,10.6,15.0,2,5.49,3.08,1
DSTM-02895,E,KOMATSU_930E_AHS,1,30.85,6.1,18.78,0.97,0.065,23.5,0.15,0,1.6,1.21,1
DSTM-02896,A,KOMATSU_930E_AHS,1,38.71,4.08,39.36,0.646,0.083,21.2,0.15,0,3.38,2.87,1
DSTM-02897,E,KOMATSU_930E_AHS,1,29.06,10.86,3.96,0.908,0.039,2.1,0.15,0,1.13,0.74,1
DSTM-02898,A,CAT_797F_MANUAL,0,38.02,7.71,27.54,0.657,0.353,10.5,3.74,2,2.9,0.5,1
DSTM-02899,C,CAT_797F_MANUAL,0,34.6,9.98,79.29,0.784,0.117,12.0,0.65,1,9.08,7.26,0
DSTM-02900,B,CAMIONETA_4x4,0,41.79,5.4,2.27,0.912,0.34,9.9,1.32,0,0.5,-1.56,1
DSTM-02901,B,PALA_PH_4100XPC,0,0.0,2.23,14.22,0.75,0.073,3.7,2.38,2,25.02,23.56,0
DSTM-02902,E,KOMATSU_930E_AHS,1,22.91,2.47,194.52,0.938,0.111,23.1,0.15,0,29.89,29.49,0
DSTM-02903,A,CAT_797F_MANUAL,0,38.1,7.0,192.28,0.591,0.139,1.8,3.29,1,17.7,15.91,0
DSTM-02904,E,KOMATSU_930E_AHS,1,24.92,7.95,14.11,0.916,0.02,10.2,0.15,0,2.35,1.98,1
DSTM-02905,B,CAT_797F_MANUAL,0,18.02,3.97,2.17,0.885,0.126,9.1,4.09,3,1.5,0.03,1
DSTM-02906,C,CAT_797F_MANUAL,0,24.41,10.88,24.0,0.779,0.322,9.2,2.65,3,4.05,1.66,1
DSTM-02907,E,KOMATSU_930E_AHS,1,26.38,5.77,72.07,0.803,0.02,5.2,0.15,0,9.65,9.2,0
DSTM-02908,A,KOMATSU_930E_AHS,1,29.79,14.8,67.99,0.754,0.076,9.4,0.15,0,8.02,7.57,0
DSTM-02909,E,KOMATSU_930E_AHS,1,30.48,4.78,29.8,1.0,0.071,15.8,0.15,0,4.86,4.51,0
DSTM-02910,C,CAT_797F_MANUAL,0,25.31,8.27,83.42,0.832,0.431,8.8,3.58,0,11.34,8.93,0
DSTM-02911,D,CAMIONETA_4x4,0,48.12,9.2,23.72,0.533,0.072,7.4,4.9,2,1.56,-0.17,1
DSTM-02912,A,CAT_797F_MANUAL,0,40.8,6.97,100.63,0.842,0.308,9.6,5.22,1,9.09,7.16,0
DSTM-02913,C,KOMATSU_930E_AHS,1,27.57,8.49,188.44,0.981,0.073,15.8,0.15,0,22.55,22.19,0
DSTM-02914,D,CAT_797F_MANUAL,0,39.78,11.25,32.76,0.342,0.136,11.2,0.24,1,3.01,0.82,1
DSTM-02915,C,CAT_797F_MANUAL,0,36.22,6.58,25.47,0.839,0.387,10.3,7.5,3,2.4,0.3,1
DSTM-02916,A,KOMATSU_930E_AHS,1,31.15,10.01,82.17,0.693,0.064,22.6,0.15,0,9.03,8.52,0
DSTM-02917,A,CAT_797F_MANUAL,0,46.47,13.45,51.15,0.678,0.04,10.2,2.91,0,4.47,2.64,1
DSTM-02918,E,CAMIONETA_4x4,0,40.4,9.51,81.97,0.974,0.097,8.9,2.46,1,7.01,5.33,0
DSTM-02919,A,CAT_797F_MANUAL,0,35.5,10.83,112.52,0.629,0.036,5.2,1.86,4,11.49,9.57,0
DSTM-02920,D,CAMIONETA_4x4,0,43.44,4.17,101.9,0.197,0.142,7.9,1.0,1,7.93,6.05,0
DSTM-02921,E,KOMATSU_930E_AHS,1,23.13,9.64,8.54,0.83,0.034,9.9,0.15,0,1.71,1.26,1
DSTM-02922,A,CAT_797F_MANUAL,0,35.7,11.21,25.65,0.578,0.141,7.0,1.61,0,2.56,0.53,1
DSTM-02923,A,CAT_797F_MANUAL,0,46.42,8.31,54.93,0.708,0.173,11.3,0.9,2,4.3,2.5,1
DSTM-02924,D,CAT_797F_MANUAL,0,31.81,6.56,79.66,0.357,0.133,2.3,2.12,0,9.17,7.26,0
DSTM-02925,A,CAT_797F_MANUAL,0,46.64,12.16,51.64,0.571,0.236,6.3,5.62,2,3.68,1.41,1
DSTM-02926,C,KOMATSU_930E_AHS,1,22.41,6.69,81.73,0.921,0.029,13.4,0.15,0,14.89,14.49,0
DSTM-02927,D,CAT_797F_MANUAL,0,24.94,7.06,12.94,0.338,0.06,11.2,0.97,1,1.3,-0.47,1
DSTM-02928,C,CAT_797F_MANUAL,0,32.85,9.78,23.87,0.844,0.279,11.8,0.98,5,2.74,0.62,1
DSTM-02929,B,PALA_PH_4100XPC,0,4.53,3.7,18.22,0.986,0.147,4.5,1.64,1,31.8,30.16,0
DSTM-02930,D,KOMATSU_930E_AHS,1,25.57,9.34,12.02,0.34,0.02,12.5,0.15,0,1.59,0.9,1
DSTM-02931,C,CAT_797F_MANUAL,0,24.0,7.29,19.36,0.849,0.063,11.5,1.55,4,3.16,1.57,1
DSTM-02932,A,KOMATSU_930E_AHS,1,35.21,8.52,136.49,0.594,0.054,9.6,0.15,0,14.4,13.84,0
DSTM-02933,C,CAT_797F_MANUAL,0,17.57,10.79,120.21,0.847,0.211,7.8,1.12,3,23.6,21.63,0
DSTM-02934,E,CAMIONETA_4x4,0,32.93,5.96,77.16,0.887,0.326,11.3,8.32,1,7.46,5.51,0
DSTM-02935,D,CAT_797F_MANUAL,0,26.16,8.51,92.68,0.31,0.143,4.6,2.72,1,12.08,10.15,0
DSTM-02936,C,CAT_797F_MANUAL,0,16.58,6.77,26.42,0.765,0.438,11.0,4.12,1,5.97,3.59,1
DSTM-02937,B,CAMIONETA_4x4,0,28.36,1.69,15.0,0.77,0.07,5.7,1.97,2,1.83,0.32,1
DSTM-02938,A,CAMIONETA_4x4,0,42.73,11.19,83.45,0.879,0.075,9.5,5.94,3,6.61,4.83,0
DSTM-02939,A,CAT_797F_MANUAL,0,37.52,14.76,48.69,0.838,0.299,10.9,2.65,0,5.02,2.53,1
DSTM-02940,A,CAT_797F_MANUAL,0,29.08,10.24,54.34,0.638,0.111,11.4,5.11,1,6.68,4.88,0
DSTM-02941,E,CAMIONETA_4x4,0,31.4,6.94,173.49,0.906,0.054,2.0,0.48,0,17.41,16.05,0
DSTM-02942,A,CAT_797F_MANUAL,0,33.74,11.42,200.0,0.679,0.037,5.2,2.97,1,19.77,18.05,0
DSTM-02943,D,CAMIONETA_4x4,0,33.91,4.23,28.73,0.315,0.109,4.2,3.17,0,3.19,1.38,1
DSTM-02944,A,CAMIONETA_4x4,0,45.13,8.16,23.02,0.846,0.045,2.1,4.33,1,1.37,-0.12,1
DSTM-02945,B,CAT_797F_MANUAL,0,15.6,2.53,19.05,0.885,0.207,2.0,1.84,4,5.66,3.75,1
DSTM-02946,B,CAT_797F_MANUAL,0,10.64,3.27,6.12,0.944,0.225,10.8,10.77,1,2.96,1.18,1
DSTM-02947,B,CAT_797F_MANUAL,0,12.32,2.98,20.8,0.943,0.315,11.2,2.6,2,6.01,3.97,1
DSTM-02948,D,CAT_797F_MANUAL,0,34.02,6.93,11.36,0.316,0.106,8.6,0.7,2,0.92,-0.87,1
DSTM-02949,E,KOMATSU_930E_AHS,1,28.05,14.97,60.34,0.976,0.022,4.7,0.15,0,7.15,6.77,0
DSTM-02950,E,KOMATSU_930E_AHS,1,27.59,7.03,128.17,0.962,0.025,10.8,0.15,0,17.17,16.79,0
DSTM-02951,A,CAT_797F_MANUAL,0,50.03,13.64,160.11,0.675,0.289,5.3,2.99,2,11.52,9.13,0
DSTM-02952,D,KOMATSU_930E_AHS,1,28.63,4.45,18.97,0.371,0.027,6.8,0.15,0,1.95,1.3,1
DSTM-02953,A,CAT_797F_MANUAL,0,44.73,12.45,34.47,0.861,0.315,4.0,2.94,2,3.05,0.66,1
DSTM-02954,E,KOMATSU_930E_AHS,1,22.7,6.99,9.24,0.851,0.062,22.1,0.15,0,1.17,0.76,1
DSTM-02955,C,CAMIONETA_4x4,0,46.85,8.26,96.21,0.897,0.121,11.3,5.87,3,7.88,6.26,0
DSTM-02956,B,CAMIONETA_4x4,0,45.93,6.57,28.75,1.0,0.128,10.3,2.44,0,2.39,0.94,1
DSTM-02957,A,CAMIONETA_4x4,0,42.64,10.18,13.31,0.573,0.158,7.5,2.66,1,1.1,-0.89,1
DSTM-02958,A,CAT_797F_MANUAL,0,47.23,10.97,40.88,0.828,0.1,3.5,1.24,1,3.47,1.61,1
DSTM-02959,A,CAT_797F_MANUAL,0,37.73,11.01,71.05,0.739,0.116,4.0,2.07,4,6.99,5.11,0
DSTM-02960,E,CAMIONETA_4x4,0,47.25,9.17,12.1,0.856,0.172,6.4,3.35,0,1.03,-0.84,1
DSTM-02961,D,CAT_797F_MANUAL,0,33.87,8.66,27.06,0.424,0.081,11.0,5.85,2,2.48,0.72,1
DSTM-02962,E,CAMIONETA_4x4,0,31.06,5.1,9.09,0.856,0.325,8.7,1.92,1,0.84,-1.25,1
DSTM-02963,A,CAT_797F_MANUAL,0,39.06,6.33,9.44,0.578,0.054,9.2,2.04,3,1.02,-0.59,1
DSTM-02964,C,CAT_797F_MANUAL,0,37.53,4.08,67.27,0.923,0.174,8.9,4.84,2,5.5,3.71,1
DSTM-02965,B,PALA_PH_4100XPC,0,0.57,3.03,59.37,0.808,0.068,2.5,3.67,0,112.76,111.28,0
DSTM-02966,C,CAT_797F_MANUAL,0,15.65,10.67,128.22,0.982,0.169,9.1,3.78,2,31.33,29.54,0
DSTM-02967,B,CAT_797F_MANUAL,0,19.87,1.34,7.06,0.886,0.251,4.0,4.58,0,1.86,-0.06,1
DSTM-02968,B,CAT_797F_MANUAL,0,18.56,4.09,13.08,0.995,0.048,2.1,2.62,1,2.28,0.88,1
DSTM-02969,C,KOMATSU_930E_AHS,1,39.1,7.65,7.44,0.824,0.088,6.3,0.15,0,0.75,0.33,1
DSTM-02970,A,KOMATSU_930E_AHS,1,43.17,14.5,31.56,0.765,0.041,22.7,0.15,0,2.69,2.23,1
DSTM-02971,C,CAT_797F_MANUAL,0,34.15,9.61,65.01,0.776,0.485,10.1,2.21,1,6.88,4.3,0
DSTM-02972,D,KOMATSU_930E_AHS,1,32.0,7.38,26.07,0.308,0.076,10.7,0.15,0,3.05,2.34,1
DSTM-02973,A,CAT_797F_MANUAL,0,39.41,10.72,39.57,0.771,0.194,11.2,1.2,3,3.34,1.41,1
DSTM-02974,E,CAMIONETA_4x4,0,54.11,7.67,28.26,0.72,0.181,4.2,2.73,1,2.04,0.22,1
DSTM-02975,C,CAMIONETA_4x4,0,35.32,14.99,25.67,0.87,0.201,10.0,0.89,0,3.65,1.33,1
DSTM-02976,D,CAT_797F_MANUAL,0,29.35,10.21,32.94,0.601,0.063,6.7,8.46,2,3.05,1.19,1
DSTM-02977,D,CAT_797F_MANUAL,0,43.1,6.5,28.19,0.299,0.199,8.6,3.9,2,2.31,0.24,1
DSTM-02978,D,KOMATSU_930E_AHS,1,29.24,7.85,5.11,0.348,0.092,6.1,0.15,0,0.78,0.09,1
DSTM-02979,D,CAMIONETA_4x4,0,38.05,11.07,40.24,0.307,0.12,1.5,1.12,2,3.25,1.19,1
DSTM-02980,E,KOMATSU_930E_AHS,1,26.54,8.43,5.93,0.921,0.084,18.8,0.15,0,1.23,0.85,1
DSTM-02981,C,CAT_797F_MANUAL,0,40.56,5.08,122.48,0.863,0.373,8.5,9.31,1,11.09,8.84,0
DSTM-02982,B,CAMIONETA_4x4,0,28.37,5.75,5.45,0.801,0.291,1.1,4.8,1,1.09,-0.81,1
DSTM-02983,A,CAT_797F_MANUAL,0,40.39,7.7,119.66,0.616,0.057,8.9,5.69,1,10.08,8.59,0
DSTM-02984,C,CAT_797F_MANUAL,0,46.5,10.42,83.88,0.94,0.253,11.5,1.13,2,6.95,4.85,0
DSTM-02985,A,CAT_797F_MANUAL,0,45.56,8.97,84.52,0.544,0.19,7.8,1.75,0,6.56,4.68,0
DSTM-02986,A,KOMATSU_930E_AHS,1,28.81,6.43,127.19,0.547,0.036,10.6,0.15,0,17.11,16.54,0
DSTM-02987,A,CAT_797F_MANUAL,0,54.52,5.06,97.98,0.652,0.302,1.9,2.26,1,6.9,4.82,0
DSTM-02988,C,KOMATSU_930E_AHS,1,22.31,10.57,45.28,0.77,0.029,15.5,0.15,0,6.06,5.6,0
DSTM-02989,A,CAT_797F_MANUAL,0,40.3,7.39,46.07,0.616,0.117,5.3,1.33,1,4.01,2.25,1
DSTM-02990,C,KOMATSU_930E_AHS,1,30.27,6.12,38.32,0.822,0.027,22.2,0.15,0,4.49,4.1,0
DSTM-02991,D,KOMATSU_930E_AHS,1,29.7,6.4,72.79,0.361,0.028,22.5,0.15,0,9.23,8.58,0
DSTM-02992,D,KOMATSU_930E_AHS,1,33.79,8.38,102.87,0.387,0.02,14.1,0.15,0,11.98,11.34,0
DSTM-02993,B,CAT_797F_MANUAL,0,12.15,0.97,55.24,0.844,0.256,2.6,3.35,2,17.78,16.03,0
DSTM-02994,C,CAT_797F_MANUAL,0,44.52,4.63,85.54,1.0,0.217,9.2,2.29,0,6.58,4.75,0
DSTM-02995,C,CAMIONETA_4x4,0,36.84,8.19,139.1,0.814,0.115,11.1,3.1,0,13.09,11.53,0
DSTM-02996,C,CAT_797F_MANUAL,0,34.58,8.81,52.26,0.772,0.104,10.4,0.1,0,5.56,3.81,1
DSTM-02997,D,CAT_797F_MANUAL,0,28.45,10.45,16.72,0.315,0.026,10.3,2.48,2,2.06,0.23,1
DSTM-02998,A,CAT_797F_MANUAL,0,54.19,6.21,65.87,0.81,0.065,2.9,2.49,1,4.51,3.01,1
DSTM-02999,E,CAMIONETA_4x4,0,34.17,6.35,79.81,0.738,0.248,4.4,4.56,3,9.51,7.66,0
DSTM-03000,A,CAT_797F_MANUAL,0,48.98,9.52,36.6,0.733,0.083,10.4,4.88,0,2.7,1.08,1
DSTM-03001,D,CAMIONETA_4x4,0,43.68,7.53,11.01,0.421,0.056,6.5,1.68,3,0.45,-1.25,1
DSTM-03002,C,CAT_797F_MANUAL,0,31.2,9.22,23.5,0.842,0.126,10.2,4.04,2,3.08,1.3,1
DSTM-03003,A,CAT_797F_MANUAL,0,36.78,11.77,98.62,0.582,0.152,1.9,2.22,1,9.36,7.31,0
DSTM-03004,D,CAT_797F_MANUAL,0,35.82,4.39,9.29,0.311,0.317,5.1,4.33,0,1.27,-1.0,1
DSTM-03005,A,CAT_797F_MANUAL,0,40.1,12.83,55.24,0.556,0.08,11.1,0.2,3,5.1,3.07,1
DSTM-03006,D,CAMIONETA_4x4,0,43.71,8.93,118.21,0.32,0.127,7.3,2.53,0,9.09,7.03,0
DSTM-03007,C,CAT_797F_MANUAL,0,29.69,5.75,18.73,0.861,0.19,11.4,5.61,0,1.34,-0.47,1
DSTM-03008,A,CAT_797F_MANUAL,0,42.76,8.83,32.65,0.626,0.134,5.9,6.2,2,2.84,1.03,1
DSTM-03009,A,CAT_797F_MANUAL,0,43.47,10.86,22.29,0.847,0.056,4.0,5.42,2,2.07,0.27,1
DSTM-03010,D,CAT_797F_MANUAL,0,30.63,9.78,25.37,0.442,0.104,4.3,5.98,2,3.73,1.8,1
DSTM-03011,B,CAT_797F_MANUAL,0,4.57,3.55,22.09,0.929,0.155,2.1,4.67,1,24.52,22.83,0
DSTM-03012,E,CAMIONETA_4x4,0,45.4,9.04,32.82,0.889,0.106,11.0,1.19,2,2.45,0.82,1
DSTM-03013,D,CAMIONETA_4x4,0,39.34,7.82,52.6,0.269,0.357,3.8,1.28,0,4.16,1.66,1
DSTM-03014,D,CAMIONETA_4x4,0,43.86,8.55,174.54,0.515,0.157,7.2,1.45,2,14.54,12.59,0
DSTM-03015,B,PALA_PH_4100XPC,0,3.98,3.75,14.11,0.933,0.372,8.1,2.95,1,8.08,5.97,0
DSTM-03016,D,KOMATSU_930E_AHS,1,31.39,10.79,92.88,0.257,0.081,6.0,0.15,0,10.44,9.75,0
DSTM-03017,E,KOMATSU_930E_AHS,1,35.54,5.68,102.37,0.962,0.143,22.1,0.15,0,10.4,10.02,0
DSTM-03018,A,CAT_797F_MANUAL,0,45.9,9.99,23.31,0.748,0.092,1.4,5.7,2,2.41,0.69,1
DSTM-03019,B,CAT_797F_MANUAL,0,13.59,1.94,8.29,0.84,0.065,4.8,1.29,2,2.26,0.84,1
DSTM-03020,A,KOMATSU_930E_AHS,1,32.66,11.3,27.38,0.723,0.034,21.1,0.15,0,3.43,2.96,1
DSTM-03021,B,PALA_PH_4100XPC,0,0.26,0.74,63.57,0.767,0.207,10.3,1.41,5,134.0,132.22,0
DSTM-03022,D,CAT_797F_MANUAL,0,24.04,7.03,16.48,0.202,0.138,2.3,3.17,1,2.12,0.28,1
DSTM-03023,C,CAT_797F_MANUAL,0,31.31,9.46,87.89,0.78,0.286,8.6,12.87,0,10.19,7.94,0
DSTM-03024,C,CAT_797F_MANUAL,0,41.63,12.04,133.37,0.917,0.314,12.0,4.55,1,11.9,9.55,0
DSTM-03025,B,CAMIONETA_4x4,0,39.0,2.74,16.5,0.816,0.149,7.2,1.29,2,1.92,0.23,1
DSTM-03026,A,CAMIONETA_4x4,0,50.77,9.98,85.71,0.88,0.254,4.5,1.0,3,6.56,4.38,0
DSTM-03027,B,CAT_797F_MANUAL,0,21.39,5.84,3.33,0.835,0.163,10.1,2.1,0,0.96,-0.76,1
DSTM-03028,E,KOMATSU_930E_AHS,1,26.9,10.93,13.81,0.807,0.02,3.8,0.15,0,2.07,1.64,1
DSTM-03029,C,CAT_797F_MANUAL,0,18.22,6.94,36.03,0.736,0.582,9.4,7.37,4,7.12,4.34,0
DSTM-03030,B,CAT_797F_MANUAL,0,20.01,3.56,54.55,0.883,0.048,2.4,7.33,0,11.51,10.16,0
DSTM-03031,D,CAT_797F_MANUAL,0,30.01,8.18,200.0,0.375,0.265,10.7,2.79,1,23.79,21.58,0
DSTM-03032,A,CAT_797F_MANUAL,0,41.4,9.27,165.38,0.701,0.135,3.7,2.09,3,13.77,11.87,0
DSTM-03033,B,PALA_PH_4100XPC,0,0.4,2.24,36.66,1.0,0.473,6.7,4.37,3,83.32,80.82,0
DSTM-03034,A,CAT_797F_MANUAL,0,45.53,9.91,24.49,0.559,0.092,6.3,10.87,1,1.73,-0.01,1
DSTM-03035,E,KOMATSU_930E_AHS,1,30.43,11.39,90.8,0.784,0.02,14.4,0.15,0,9.71,9.27,0
DSTM-03036,D,CAT_797F_MANUAL,0,39.17,10.61,25.57,0.251,0.117,2.5,2.32,2,2.15,0.1,1
DSTM-03037,C,CAT_797F_MANUAL,0,36.9,8.47,9.44,0.78,0.242,11.9,3.04,1,1.07,-0.8,1
DSTM-03038,A,CAT_797F_MANUAL,0,39.65,12.18,106.89,0.786,0.072,5.0,7.47,0,9.53,7.73,0
DSTM-03039,A,CAT_797F_MANUAL,0,37.41,11.52,91.49,0.79,0.241,10.9,1.93,2,8.37,6.28,0
DSTM-03040,C,CAT_797F_MANUAL,0,21.51,5.48,21.24,0.865,0.148,8.0,6.9,0,2.56,0.96,1
DSTM-03041,B,CAT_797F_MANUAL,0,16.14,4.56,35.8,0.775,0.142,11.3,2.21,1,6.9,5.16,0
DSTM-03042,E,CAMIONETA_4x4,0,43.62,9.46,200.0,0.826,0.231,8.4,1.83,2,16.41,14.52,0
DSTM-03043,D,CAT_797F_MANUAL,0,28.22,5.1,194.25,0.29,0.025,5.9,4.69,1,23.82,22.19,0
DSTM-03044,B,CAT_797F_MANUAL,0,13.03,2.39,20.11,0.865,0.148,5.1,1.19,4,4.52,2.86,1
DSTM-03045,D,CAT_797F_MANUAL,0,24.8,12.07,64.25,0.376,0.326,1.5,12.5,1,9.23,6.7,0
DSTM-03046,E,CAMIONETA_4x4,0,23.3,8.21,39.79,0.967,0.136,5.0,4.13,2,5.98,4.27,0
DSTM-03047,C,CAT_797F_MANUAL,0,42.96,9.19,152.15,0.909,0.537,10.6,1.69,1,13.22,10.56,0
DSTM-03048,C,CAMIONETA_4x4,0,41.25,7.36,32.9,0.933,0.5,11.8,5.63,1,2.81,0.32,1
DSTM-03049,E,KOMATSU_930E_AHS,1,28.03,7.89,13.09,0.987,0.091,17.2,0.15,0,1.89,1.53,1
DSTM-03050,A,CAT_797F_MANUAL,0,46.66,4.08,94.81,0.769,0.137,3.2,0.23,2,7.84,6.24,0
DSTM-03051,E,KOMATSU_930E_AHS,1,31.0,9.01,40.37,0.806,0.045,20.9,0.15,0,4.17,3.72,1
